,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min,partition,UC_Origin,UC_Dest,predict_proba,predict
89724,11,16,4,1421,4,154,106,1069,1.0,train,283,279,0.2724712,0
89725,12,6,2,1111,13,213,257,286,1.0,train,978,1000,0.19811063,0
89730,1,9,7,2100,8,19,108,644,1.0,train,558,612,0.33373016,0
89733,6,28,2,1455,12,258,159,866,1.0,train,883,869,0.25913107,0
89739,12,21,4,757,14,69,201,725,1.0,train,1039,1095,0.12047084,0
89754,10,13,5,1752,7,267,19,1589,1.0,train,537,440,0.21042015,0
89755,11,24,4,1240,20,249,207,446,1.0,train,1663,1659,0.21325111,0
89762,9,4,7,2323,7,19,286,406,0.0,train,443,548,0.5661574,1
89767,3,31,4,2150,20,132,250,192,0.0,train,1631,1674,0.59733415,1
89769,8,6,6,740,19,189,221,1013,1.0,train,1571,1594,0.06366635,0
89780,11,11,5,2132,15,74,245,461,1.0,train,1167,1236,0.31667298,0
89783,7,31,1,2125,20,182,88,229,1.0,train,1646,1637,0.4557227,0
89784,1,23,1,2145,22,213,87,299,0.0,train,1906,1860,0.6280163,1
89791,12,22,4,908,8,19,0,692,1.0,train,558,553,0.3453484,0
89800,12,29,4,1812,1,82,286,929,1.0,train,135,203,0.41891813,0
89805,2,8,2,2148,7,19,217,545,1.0,train,443,515,0.3825401,0
89813,7,10,7,1301,7,106,74,932,1.0,train,473,458,0.1324643,0
89836,2,27,1,912,10,38,182,861,1.0,train,772,805,0.11831151,0
89846,12,6,2,1720,20,132,289,453,1.0,train,1631,1684,0.24971919,0
89856,10,26,4,1021,8,244,19,357,1.0,train,691,561,0.20150931,0
89868,5,7,7,1920,16,259,291,751,1.0,train,1389,1408,0.25814205,0
89870,12,1,5,737,7,49,19,576,1.0,train,453,440,0.16429465,0
89877,6,4,7,1505,20,48,159,223,1.0,train,1620,1649,0.1512493,0
89878,11,17,5,1639,20,222,159,256,1.0,train,1657,1649,0.3123661,0
89883,1,20,4,1857,5,98,213,719,1.0,train,336,366,0.40132415,0
89885,12,13,3,1422,20,162,77,293,1.0,train,1641,1635,0.15355985,0
89891,5,16,2,1609,21,98,235,284,1.0,train,1720,1797,0.24506305,0
89892,7,21,5,1207,3,258,222,1107,1.0,train,257,252,0.35650504,0
89899,5,5,5,1846,18,64,81,1337,1.0,train,1453,1466,0.21553412,0
89907,5,9,2,638,19,282,80,298,1.0,train,1608,1551,0.039289255,0
89914,8,26,5,1811,14,201,222,1276,1.0,train,1093,1107,0.3438622,0
89916,4,21,5,930,5,21,139,140,1.0,train,317,343,0.06969039,0
89919,12,8,5,1751,13,1,82,158,1.0,train,891,928,0.38687173,0
89920,4,30,6,1649,8,19,147,406,1.0,train,558,638,0.31977135,0
89936,5,31,3,1910,22,69,81,72,1.0,train,1841,1857,0.11811188,0
89938,6,8,4,1848,18,139,81,861,1.0,train,1474,1466,0.31541422,0
89953,10,30,7,2141,21,98,25,116,1.0,train,1720,1695,0.47239813,0
89960,6,15,3,1120,19,64,184,512,1.0,train,1542,1579,0.10252425,0
89966,5,23,1,1136,13,119,82,134,1.0,train,936,928,0.12432418,0
89971,2,11,6,1357,1,82,90,720,1.0,train,135,138,0.21052995,0
89974,9,23,6,1209,13,189,257,911,1.0,train,966,1000,0.22976193,0
89975,11,12,7,1656,16,81,2,349,1.0,train,1300,1261,0.28391692,0
89979,6,6,1,1220,20,178,222,1044,1.0,train,1644,1667,0.17939152,0
89985,5,25,3,1105,13,121,82,999,1.0,train,938,928,0.13920721,0
89988,1,30,1,1400,18,259,218,550,1.0,train,1514,1507,0.15197514,0
89989,2,23,3,1650,20,249,207,446,1.0,train,1663,1659,0.2917517,0
90007,3,24,4,1927,16,53,267,221,1.0,train,1283,1398,0.23124032,0
90008,9,16,5,1342,10,286,144,838,1.0,train,825,798,0.22400136,0
90016,8,17,3,1332,16,198,259,77,1.0,train,1352,1393,0.24687508,0
90017,4,20,3,1812,15,7,74,542,1.0,train,1137,1170,0.17734765,0
90028,3,7,1,2225,19,221,286,920,0.0,train,1584,1619,0.6015157,1
90032,2,16,3,830,19,81,221,1557,1.0,train,1545,1594,0.10704133,0
90036,7,11,1,859,16,269,161,373,1.0,train,1396,1341,0.112205766,0
90037,3,5,7,719,20,159,207,407,1.0,train,1639,1659,0.046442255,0
90042,6,28,2,1452,19,248,64,600,1.0,train,1594,1549,0.28571507,0
90045,6,27,1,1958,19,248,221,992,1.0,train,1594,1594,0.46462458,0
90047,8,1,1,1430,10,144,180,828,1.0,train,792,804,0.16831397,0
90050,8,4,4,1814,9,81,161,862,1.0,train,733,749,0.3161538,0
90053,6,5,1,1933,16,259,2,896,1.0,train,1389,1261,0.2860501,0
90055,10,22,6,1548,1,82,19,732,1.0,train,135,120,0.32846373,0
90057,3,16,4,1953,5,159,139,1222,1.0,train,348,343,0.38337916,0
90061,6,9,4,1319,1,19,82,732,1.0,train,119,136,0.24049571,0
90069,4,27,4,1054,20,153,30,365,1.0,train,1638,1626,0.0911437,0
90081,6,28,3,1424,13,45,213,810,1.0,train,905,982,0.4149734,0
90083,12,9,5,1211,13,82,223,673,1.0,train,924,985,0.29775384,0
90095,1,5,3,1550,15,74,281,583,1.0,train,1167,1248,0.26369113,0
90096,12,16,5,1146,17,82,182,797,1.0,train,1419,1434,0.32006797,0
90109,8,28,1,1927,17,182,166,725,1.0,train,1428,1432,0.44341418,0
90113,7,21,5,1234,14,88,250,1215,1.0,train,1046,1120,0.25914133,0
90115,1,27,4,1300,1,213,82,802,1.0,train,176,136,0.1340968,0
90119,10,22,7,1849,15,166,239,431,1.0,train,1202,1233,0.2765504,0
90126,6,26,1,2121,20,132,250,192,1.0,train,1631,1674,0.49123842,0
90127,9,19,1,2102,10,106,49,925,1.0,train,785,780,0.302601,0
90140,3,2,3,2143,21,62,80,310,1.0,train,1701,1723,0.49582294,0
90142,3,1,3,1330,20,21,159,1090,1.0,train,1614,1649,0.18780878,0
90143,12,23,6,1742,20,48,264,296,1.0,train,1620,1678,0.46313533,0
90157,1,19,3,1014,20,249,202,1599,1.0,train,1663,1658,0.12812865,0
90161,10,28,5,1220,20,132,161,1390,1.0,train,1631,1650,0.23353045,0
90172,9,11,1,840,15,180,135,535,1.0,train,1205,1191,0.09937776,0
90174,12,16,5,1448,21,139,214,1201,1.0,train,1734,1788,0.3287395,0
90178,5,15,1,1824,13,166,64,544,1.0,train,956,918,0.21618073,0
90189,12,29,4,1304,18,81,87,589,1.0,train,1459,1468,0.33714756,0
90192,3,8,3,2245,14,88,120,120,1.0,train,1046,1061,0.28078184,0
90196,5,25,3,1600,20,267,182,1258,1.0,train,1669,1656,0.25749484,0
90200,1,13,5,1745,22,64,276,575,1.0,train,1838,1949,0.18544215,0
90202,10,16,7,1538,18,213,264,1829,1.0,train,1498,1522,0.27538937,0
90205,5,11,4,1202,1,161,276,1593,1.0,train,158,200,0.17213339,0
90211,2,11,6,1726,13,152,82,408,1.0,train,947,928,0.19393003,0
90213,9,17,7,1911,4,282,154,209,1.0,train,311,284,0.24249965,0
90222,5,27,6,1540,20,243,264,188,1.0,train,1661,1678,0.2650082,0
90228,7,29,5,2125,14,201,31,748,0.0,train,1093,1028,0.53387,1
90229,3,25,6,1705,16,259,102,158,1.0,train,1389,1314,0.3063425,0
90233,2,25,6,2138,18,81,82,641,1.0,train,1459,1467,0.41591847,0
90255,6,10,5,1407,19,239,221,336,1.0,train,1590,1594,0.2566081,0
90263,6,24,6,1716,18,13,213,723,1.0,train,1440,1505,0.4151489,0
90267,3,24,5,1923,21,284,139,658,1.0,train,1805,1747,0.31568676,0
90276,2,2,3,2259,10,19,108,644,1.0,train,770,792,0.3006577,0
90280,10,27,5,2238,18,259,161,337,1.0,train,1514,1489,0.38964385,0
90282,3,21,2,2051,3,291,258,1216,1.0,train,263,258,0.350848,0
90286,10,13,5,1338,13,213,74,264,1.0,train,978,923,0.22557597,0
90292,4,17,1,1431,1,213,82,802,1.0,train,176,136,0.17374511,0
90295,10,23,7,1347,4,180,154,944,1.0,train,287,284,0.2117125,0
90308,5,15,1,1720,1,213,81,888,1.0,train,176,135,0.21278004,0
90320,10,5,4,2026,21,98,58,628,1.0,train,1720,1711,0.4835306,0
90329,6,27,1,1739,5,19,139,689,1.0,train,316,343,0.45509264,0
90345,6,25,6,2012,8,23,19,714,0.0,train,562,561,0.6339491,1
90346,4,25,2,1850,7,154,19,760,1.0,train,489,440,0.23208769,0
90351,12,13,2,1920,20,202,286,487,1.0,train,1648,1683,0.35453802,0
90352,12,13,3,1644,15,36,38,943,1.0,train,1149,1153,0.21073893,0
90359,9,9,6,1851,20,180,234,1073,1.0,train,1645,1669,0.2741799,0
90362,6,24,6,1657,1,69,82,592,1.0,train,130,136,0.22817998,0
90368,5,16,1,1230,20,106,153,318,1.0,train,1629,1648,0.1681575,0
90369,3,2,4,1650,20,148,49,220,1.0,train,1636,1631,0.2501878,0
90384,8,26,6,1829,18,243,81,804,1.0,train,1508,1466,0.22569723,0
90399,12,17,6,1635,20,153,132,816,1.0,train,1638,1641,0.34901515,0
90400,7,8,5,1715,20,132,21,148,1.0,train,1631,1624,0.33286726,0
90410,11,14,2,1231,1,98,189,1086,1.0,train,139,168,0.18526796,0
90411,10,20,5,2119,22,81,36,1013,1.0,train,1845,1837,0.43651298,0
90413,7,22,6,2012,13,82,296,772,0.0,train,924,1016,0.5417297,1
90414,10,23,7,1637,3,212,258,956,1.0,train,247,258,0.25592047,0
90421,4,22,5,913,18,138,259,2419,1.0,train,1473,1521,0.08959419,0
90427,5,23,1,1329,20,161,264,308,1.0,train,1640,1678,0.23270343,0
90428,1,14,6,1158,16,37,259,522,1.0,train,1274,1393,0.22379108,0
90431,2,24,5,5,3,258,82,1660,1.0,train,257,230,0.46160802,0
90442,10,22,7,1947,4,47,154,301,1.0,train,272,284,0.3331722,0
90443,1,23,1,1905,13,213,292,224,1.0,train,978,1013,0.29470217,0
90444,1,5,3,1520,15,74,144,98,1.0,train,1167,1198,0.1835067,0
90453,7,24,1,2147,14,190,88,238,1.0,train,1089,1049,0.39558047,0
90459,2,15,3,852,4,249,138,2253,1.0,train,302,282,0.0789867,0
90468,4,23,6,1559,15,74,24,225,1.0,train,1167,1147,0.20716889,0
90475,1,23,1,1312,3,271,258,978,1.0,train,262,258,0.25236148,0
90479,3,15,3,1748,8,19,40,238,1.0,train,558,577,0.34330526,0
90483,2,24,5,1823,21,98,47,282,1.0,train,1720,1707,0.42074075,0
90485,4,21,5,1020,1,36,82,631,1.0,train,123,136,0.09370468,0
90490,8,16,3,2324,10,19,82,732,0.0,train,770,788,0.818421,1
90491,9,1,5,1937,20,249,264,417,1.0,train,1663,1678,0.430892,0
90493,5,26,5,1848,1,166,286,1011,1.0,train,159,203,0.38223928,0
90502,10,27,5,1521,1,82,239,1062,1.0,train,135,186,0.2087645,0
90506,11,23,3,2130,20,36,49,588,1.0,train,1617,1631,0.44614592,0
90507,9,3,7,2105,4,266,180,1189,1.0,train,306,288,0.23922223,0
90509,6,22,4,1641,20,132,2,759,1.0,train,1631,1621,0.42495304,0
90513,9,28,4,1842,7,80,74,411,1.0,train,464,458,0.1734491,0
90526,6,6,1,1559,19,251,64,213,1.0,train,1597,1549,0.18813434,0
90529,6,13,2,2000,20,182,286,997,1.0,train,1646,1683,0.49398428,0
90531,8,19,6,1954,20,207,249,446,1.0,train,1649,1673,0.42326596,0
90537,2,10,5,1629,5,139,221,1324,1.0,train,344,369,0.21034004,0
90568,5,17,3,1915,20,132,77,239,1.0,train,1631,1635,0.2662007,0
90574,2,6,1,1904,21,13,62,424,1.0,train,1680,1712,0.28044844,0
90582,12,11,1,1738,14,201,267,991,1.0,train,1093,1128,0.20907196,0
90587,4,12,3,1046,8,183,19,267,1.0,train,655,561,0.12470716,0
90588,7,20,3,913,1,38,213,867,1.0,train,124,177,0.15253039,0
90589,7,8,6,1919,16,218,259,550,1.0,train,1365,1393,0.36491215,0
90591,6,3,6,801,7,76,19,366,1.0,train,462,440,0.0598612,0
90595,4,17,1,745,20,250,132,192,1.0,train,1664,1641,0.06710835,0
90601,3,28,1,1445,20,159,218,762,1.0,train,1639,1665,0.38757235,0
90607,4,10,1,1257,20,48,159,223,1.0,train,1620,1649,0.12490213,0
90620,9,21,4,1927,18,259,161,337,1.0,train,1514,1489,0.26762876,0
90623,4,2,7,1756,3,159,258,866,1.0,train,239,258,0.3113025,0
90631,2,25,5,1707,1,189,19,595,1.0,train,167,120,0.3747048,0
90632,4,22,5,2045,4,248,38,1249,1.0,train,301,270,0.44997814,0
90635,11,2,4,957,7,202,19,425,1.0,train,505,440,0.085478544,0
90649,7,1,5,1236,13,82,60,685,1.0,train,924,915,0.26920575,0
90650,3,4,5,2110,21,98,46,266,1.0,train,1720,1706,0.4305441,0
90655,4,2,6,1452,19,80,180,759,1.0,train,1544,1577,0.17549959,0
90658,6,20,2,2103,18,81,48,850,1.0,train,1459,1457,0.4236106,0
90665,3,18,6,1712,1,82,178,460,1.0,train,135,163,0.42454538,0
90667,8,17,4,1211,14,201,249,1532,1.0,train,1093,1119,0.21655688,0
90669,5,4,4,1130,5,259,98,2565,1.0,train,383,336,0.1410113,0
90672,3,24,4,1935,20,159,258,866,1.0,train,1639,1676,0.4724971,0
90677,9,8,5,1954,13,77,21,189,1.0,train,920,901,0.37873557,0
90681,9,23,6,2025,18,213,139,925,1.0,train,1498,1481,0.4184235,0
90683,12,11,7,1220,4,106,38,1237,1.0,train,278,270,0.18945536,0
90686,10,17,1,1430,20,182,152,666,1.0,train,1646,1647,0.23943934,0
90688,2,24,5,1251,21,139,93,667,1.0,train,1734,1728,0.1614179,0
90689,10,1,7,1742,7,19,38,946,1.0,train,443,446,0.15185417,0
90692,8,17,3,1419,8,223,19,564,1.0,train,681,561,0.35448983,0
90707,6,18,7,1050,16,259,186,329,1.0,train,1389,1350,0.1337901,0
90709,3,7,2,1134,1,249,82,1171,1.0,train,189,136,0.09420118,0
90718,11,28,1,2030,1,213,264,1829,1.0,train,176,195,0.41398945,0
90719,7,5,2,2017,8,19,245,749,0.0,train,558,698,0.6110142,1
90727,12,27,3,1413,14,88,106,1127,1.0,train,1046,1054,0.40337297,0
90729,1,4,2,2104,16,267,271,588,1.0,train,1394,1402,0.33529148,0
90736,9,5,2,1340,3,218,161,834,1.0,train,250,241,0.15332364,0
90744,7,1,5,1800,20,222,210,1037,1.0,train,1657,1661,0.45393538,0
90745,7,13,4,1859,20,222,258,1107,0.0,train,1657,1676,0.50034505,1
90746,11,29,2,829,19,19,80,547,1.0,train,1529,1551,0.077258565,0
90750,8,20,6,1900,13,154,38,187,1.0,train,949,908,0.3082831,0
90753,10,13,4,936,10,19,98,745,1.0,train,770,790,0.16344002,0
90754,2,23,4,1518,1,291,82,813,1.0,train,204,136,0.2220167,0
90758,11,28,2,1039,18,250,81,794,1.0,train,1512,1466,0.16392736,0
90770,4,28,5,1239,5,139,161,1379,1.0,train,344,348,0.13608497,0
90775,9,5,1,2005,20,178,144,451,1.0,train,1644,1645,0.2567642,0
90777,12,22,5,2011,14,201,87,232,1.0,train,1093,1048,0.4674562,0
90786,7,18,1,1740,21,98,251,708,1.0,train,1720,1805,0.3953618,0
90790,10,29,6,1946,20,269,159,397,1.0,train,1670,1649,0.30358183,0
90792,11,21,1,2058,20,159,222,256,1.0,train,1639,1667,0.3200715,0
90795,12,20,3,1831,20,49,182,611,1.0,train,1621,1656,0.4324073,0
90796,11,8,2,1206,5,98,139,1400,1.0,train,336,343,0.23449439,0
90802,10,20,5,1706,3,9,16,252,1.0,train,218,221,0.42290807,0
90805,2,1,2,2042,14,201,213,334,1.0,train,1093,1102,0.2723651,0
90810,11,17,5,1230,20,221,180,861,1.0,train,1656,1655,0.23938206,0
90811,3,3,4,2113,3,16,100,261,1.0,train,220,233,0.31366062,0
90827,3,16,4,1549,22,111,213,157,1.0,train,1857,1918,0.3166274,0
90836,11,21,2,805,20,234,159,2363,1.0,train,1659,1649,0.10133782,0
90838,2,28,2,2107,21,98,245,246,1.0,train,1720,1801,0.43604892,0
90839,11,17,5,1844,5,19,98,745,1.0,train,316,336,0.48142084,0
90840,8,26,6,2152,18,159,161,236,1.0,train,1481,1489,0.3124314,0
90853,4,3,1,846,13,82,60,685,1.0,train,924,915,0.13027552,0
90855,9,15,5,1924,15,235,166,270,1.0,train,1229,1205,0.3297113,0
90857,11,26,7,942,21,98,251,708,1.0,train,1720,1805,0.13834126,0
90862,4,16,7,1610,8,19,35,533,1.0,train,558,572,0.21602374,0
90863,2,18,5,1637,3,258,81,1024,1.0,train,257,229,0.3326772,0
90874,10,5,3,1349,21,98,29,393,1.0,train,1720,1697,0.1850019,0
90875,12,22,5,1223,14,88,24,113,1.0,train,1046,1025,0.21481112,0
90877,1,4,3,901,18,138,258,2306,1.0,train,1473,1520,0.13281786,0
90902,7,12,3,2344,22,159,186,599,0.0,train,1879,1901,0.5106129,1
90915,5,18,3,1730,15,19,138,533,1.0,train,1139,1194,0.17981017,0
90916,8,8,2,1514,13,213,154,740,1.0,train,978,953,0.24073969,0
90921,8,25,4,1653,4,38,167,2602,1.0,train,269,287,0.215721,0
90922,2,15,2,1658,7,164,19,303,1.0,train,492,440,0.18676545,0
90931,7,5,3,1304,19,222,138,1956,1.0,train,1585,1565,0.19881044,0
90946,7,10,1,1004,19,222,139,1009,1.0,train,1585,1566,0.13943207,0
90950,6,11,7,2057,1,82,267,988,1.0,train,135,197,0.42509237,0
90951,11,6,7,1638,1,82,182,797,1.0,train,135,165,0.22198263,0
90952,1,19,3,1108,18,161,259,337,1.0,train,1482,1521,0.17806716,0
90956,6,19,7,1154,18,213,98,719,1.0,train,1498,1471,0.17630877,0
90960,1,30,7,1559,19,226,98,319,1.0,train,1586,1557,0.25314236,0
90962,12,31,7,1625,13,161,264,308,1.0,train,952,1004,0.20559129,0
90963,7,13,3,1545,14,201,222,1276,1.0,train,1093,1107,0.27226183,0
90964,3,11,6,817,10,182,180,989,1.0,train,799,804,0.0738228,0
90966,9,26,2,1944,9,81,201,680,1.0,train,733,756,0.1994641,0
90967,2,3,4,1710,15,239,154,426,1.0,train,1230,1202,0.21995507,0
90979,7,19,2,1827,5,49,139,1235,1.0,train,324,343,0.33326602,0
90993,3,16,3,1806,13,161,254,155,1.0,train,952,999,0.16915469,0
90996,5,5,4,1214,21,201,62,622,1.0,train,1766,1712,0.13843465,0
90998,4,27,3,1833,5,98,41,1585,1.0,train,336,322,0.24787197,0
91006,1,25,2,1620,8,82,39,270,1.0,train,597,576,0.17166917,0
91009,11,21,1,1800,20,21,249,1164,1.0,train,1614,1673,0.3043046,0
91011,3,8,3,1911,8,253,19,566,1.0,train,696,561,0.44973692,0
91018,8,31,3,2010,3,258,157,680,1.0,train,257,239,0.29329035,0
91022,6,7,3,1500,18,38,213,867,1.0,train,1447,1505,0.23689325,0
91026,11,1,3,2027,18,81,264,948,1.0,train,1459,1522,0.2608087,0
91037,10,18,3,1620,15,19,235,1027,1.0,train,1139,1232,0.25127423,0
91049,1,30,7,2116,15,74,20,411,1.0,train,1167,1143,0.44893345,0
91065,7,22,5,1634,6,138,58,441,1.0,train,413,400,0.28175643,0
91070,12,20,2,1947,7,189,19,595,1.0,train,500,440,0.46917507,0
91072,3,13,1,1045,8,19,299,208,1.0,train,558,725,0.2007378,0
91077,2,10,5,2032,3,218,161,834,0.0,train,250,241,0.50549585,1
91083,7,25,2,1300,15,235,19,1027,1.0,train,1229,1142,0.27267903,0
91090,7,19,2,2048,7,267,50,347,1.0,train,537,451,0.25361446,0
91091,10,4,2,1957,16,267,259,599,1.0,train,1394,1393,0.22405097,0
91096,8,10,4,1739,13,82,45,383,1.0,train,924,909,0.3450415,0
91100,10,5,3,2247,16,267,115,217,1.0,train,1394,1320,0.19582556,0
91103,3,1,2,1325,7,217,19,545,1.0,train,513,440,0.21975216,0
91105,8,11,5,1549,16,161,102,209,1.0,train,1338,1314,0.21572135,0
91117,4,27,4,1815,8,117,19,352,1.0,train,615,561,0.2953575,0
91118,3,5,6,1818,20,65,182,284,1.0,train,1623,1656,0.24454427,0
91119,7,30,6,1555,7,19,154,760,1.0,train,443,488,0.27079916,0
91121,8,18,5,2301,10,19,221,665,0.0,train,770,815,0.5430295,1
91123,4,26,3,1410,5,250,139,191,1.0,train,380,343,0.11894536,0
91131,6,23,5,1746,7,25,74,661,1.0,train,445,458,0.34909856,0
91142,1,19,4,1450,20,182,88,229,1.0,train,1646,1637,0.22973281,0
91145,9,14,3,1531,16,303,267,1004,1.0,train,1413,1398,0.1555077,0
91146,3,12,6,1035,20,222,47,1912,1.0,train,1657,1629,0.1310719,0
91147,5,19,4,1929,21,242,62,362,1.0,train,1787,1712,0.45279187,0
91151,11,9,3,2027,1,266,154,1597,1.0,train,195,156,0.253724,0
91159,6,15,4,1350,20,2,267,493,1.0,train,1611,1679,0.2606188,0
91160,12,23,5,2000,20,36,188,938,0.0,train,1617,1657,0.514798,1
91162,3,26,7,1245,14,166,184,963,1.0,train,1078,1088,0.16869551,0
91167,6,13,2,1318,16,81,101,627,1.0,train,1300,1313,0.1584602,0
91174,7,19,2,1756,15,74,210,614,1.0,train,1167,1222,0.2524009,0
91194,11,2,3,1405,20,49,153,663,1.0,train,1621,1648,0.12976044,0
91201,3,5,6,2138,18,213,81,888,0.0,train,1498,1466,0.55750656,1
91204,8,5,6,1358,14,184,201,700,1.0,train,1086,1095,0.17856616,0
91207,5,7,7,2015,8,182,19,590,1.0,train,654,561,0.47956178,0
91209,3,29,3,2144,13,213,201,334,0.0,train,978,978,0.53781796,1
91213,1,2,7,1243,14,88,161,1979,1.0,train,1046,1078,0.26155758,0
91226,4,9,7,1221,19,222,276,1262,1.0,train,1585,1616,0.14226101,0
91229,2,6,1,1510,5,189,98,1086,1.0,train,358,336,0.23285705,0
91233,9,30,5,1801,6,154,138,228,1.0,train,416,411,0.21564545,0
91234,8,4,5,1959,19,64,213,599,0.0,train,1542,1590,0.5163618,1
91236,4,16,6,1039,7,19,235,1027,1.0,train,443,525,0.12331563,0
91252,5,25,3,1534,1,82,178,460,1.0,train,135,163,0.18198669,0
91255,4,23,7,1505,20,222,234,2277,1.0,train,1657,1669,0.33159268,0
91265,4,5,2,1642,1,131,161,2556,1.0,train,145,159,0.17355846,0
91267,10,28,6,1309,8,188,19,952,1.0,train,659,561,0.2407071,0
91271,12,26,1,1630,1,189,82,1121,1.0,train,167,136,0.27450064,0
91276,5,28,7,1925,18,81,98,1605,1.0,train,1459,1471,0.3166327,0
91281,6,1,3,1328,8,51,19,191,1.0,train,580,561,0.33606693,0
91285,10,4,3,1218,1,276,159,1372,1.0,train,199,158,0.16296482,0
91286,4,23,6,1542,16,213,164,323,1.0,train,1362,1342,0.25210607,0
91293,1,27,4,1225,20,37,112,287,1.0,train,1618,1640,0.12349863,0
91305,5,27,5,1730,20,258,264,697,1.0,train,1666,1678,0.42442572,0
91306,6,26,7,2035,3,218,207,543,1.0,train,250,246,0.4862262,0
91309,8,14,1,2058,22,222,291,110,1.0,train,1910,1953,0.3705067,0
91317,2,27,1,1530,10,166,52,396,1.0,train,796,781,0.2579004,0
91320,4,17,1,1938,18,259,258,679,1.0,train,1514,1520,0.26540706,0
91324,1,6,5,1530,1,178,82,460,1.0,train,162,136,0.22998492,0
91327,10,6,5,1210,8,103,19,331,1.0,train,607,561,0.31371447,0
91332,11,28,1,1758,20,178,209,313,1.0,train,1644,1660,0.44488117,0
91338,6,20,2,1518,18,161,259,337,1.0,train,1482,1521,0.22274412,0
91347,9,23,6,1742,7,214,19,516,1.0,train,512,440,0.3146688,0
91351,5,31,2,1557,20,267,182,1258,1.0,train,1669,1656,0.18595712,0
91355,9,22,5,1531,7,19,178,692,1.0,train,443,495,0.26773253,0
91361,12,1,5,921,20,180,221,861,1.0,train,1645,1666,0.21166861,0
91376,9,13,3,620,14,234,88,614,1.0,train,1108,1049,0.04116832,0
91380,6,26,1,1254,4,207,138,2408,1.0,train,289,282,0.22257024,0
91381,7,12,2,1855,13,162,82,282,1.0,train,953,928,0.29586172,0
91382,4,12,3,2125,20,132,159,1235,1.0,train,1631,1649,0.48579612,0
91389,3,17,4,1948,20,202,36,471,1.0,train,1648,1627,0.45672232,0
91400,10,12,4,1031,20,239,221,336,1.0,train,1660,1666,0.17561954,0
91404,7,16,7,2126,21,98,80,199,0.0,train,1720,1723,0.52568835,1
91406,12,24,6,1440,20,222,182,1444,1.0,train,1657,1656,0.37806755,0
91410,7,6,3,1835,13,132,82,247,1.0,train,940,928,0.3019789,0
91412,11,26,7,1903,16,161,306,237,1.0,train,1338,1419,0.3155741,0
91430,6,25,7,1442,20,222,210,1037,1.0,train,1657,1661,0.27012616,0
91437,12,10,6,707,3,112,161,945,1.0,train,233,241,0.0730386,0
91442,9,8,5,1910,15,239,74,390,1.0,train,1230,1170,0.27120215,0
91446,10,19,3,2108,3,259,258,679,1.0,train,258,258,0.28834936,0
91449,10,12,4,1743,20,2,180,1552,1.0,train,1611,1655,0.29037884,0
91457,6,26,7,1514,16,213,21,978,1.0,train,1362,1268,0.34367,0
91459,1,13,5,1127,22,249,222,304,1.0,train,1922,1922,0.32023287,0
91467,4,20,4,1728,1,30,82,597,1.0,train,122,136,0.16895242,0
91472,12,16,5,1137,1,82,166,1389,1.0,train,135,160,0.45854223,0
91483,9,29,5,1507,18,81,207,957,1.0,train,1459,1500,0.2077533,0
91485,2,5,7,1142,18,81,218,992,1.0,train,1459,1507,0.11659615,0
91487,11,15,2,729,16,249,161,109,1.0,train,1381,1341,0.0732212,0
91490,6,10,5,2039,12,222,249,304,1.0,train,877,886,0.30995378,0
91491,10,27,5,1318,7,267,212,558,1.0,train,537,512,0.15389484,0
91494,9,4,1,1907,22,36,213,409,1.0,train,1826,1918,0.43049467,0
91495,7,30,7,1721,21,62,178,694,1.0,train,1701,1765,0.20810556,0
91503,11,28,2,2118,16,269,6,207,0.0,train,1396,1263,0.51562524,1
91508,12,26,2,1836,18,269,81,910,1.0,train,1518,1466,0.36549133,0
91509,5,26,4,1120,20,49,239,255,1.0,train,1621,1670,0.21729799,0
91512,4,29,6,1152,1,81,82,641,1.0,train,134,136,0.15474853,0
91515,12,30,6,845,1,82,161,1235,1.0,train,135,159,0.15409766,0
91516,12,16,5,1939,18,178,81,533,1.0,train,1485,1466,0.4958873,0
91521,10,21,5,1721,21,47,98,282,1.0,train,1696,1731,0.46700868,0
91524,2,17,5,1611,18,213,80,612,1.0,train,1498,1465,0.31649515,0
91529,4,2,7,735,13,82,214,1213,1.0,train,924,983,0.14495891,0
91532,12,1,5,1115,19,222,259,651,1.0,train,1585,1609,0.33583736,0
91534,12,30,6,1827,8,218,267,630,1.0,train,676,709,0.3586755,0
91538,4,11,2,848,13,213,78,240,1.0,train,978,925,0.07910307,0
91540,8,27,7,1551,20,159,132,1235,1.0,train,1639,1641,0.27896976,0
91565,12,4,7,2240,8,19,223,564,1.0,train,558,687,0.43156964,0
91568,10,27,4,1635,20,178,36,491,1.0,train,1644,1627,0.34927288,0
91569,5,28,7,1927,19,222,212,325,1.0,train,1585,1589,0.23833196,0
91576,8,15,1,1010,20,264,271,342,1.0,train,1668,1681,0.17939642,0
91579,4,30,7,1745,14,159,201,1300,1.0,train,1075,1095,0.23346736,0
91585,7,13,4,1342,21,139,64,913,1.0,train,1734,1714,0.20760967,0
91591,2,2,3,1906,18,81,202,1062,1.0,train,1459,1499,0.17498614,0
91593,9,10,6,1556,15,74,46,702,1.0,train,1167,1155,0.16632503,0
91604,11,8,3,1517,21,242,62,362,1.0,train,1787,1712,0.22610886,0
91606,7,9,6,1332,16,59,259,153,1.0,train,1286,1393,0.25068924,0
